startedAt;percentage_cons;valuecons;total_sum_cons;percentage_prod;valueprod;total_sum_prod;cons_vs_prod;cons_vs_prod_limit;max_possible_cons_tot;total_to_be_paid;community_power_used-Marie-Anne;power_used_by_community;has_to_pay-Marie-Anne;power_sold_to_grid;has_to_receive-Madalin
;df-cons-Marie-Anne;df-cons-Marie-Anne;;df-prod-Madalin;df-prod-Madalin;;;;;;;;;;
2025-05-29 18:15:00+00:00;100.0;0.028;0.028;100.0;0.028;0.028;100.0;100.0;0.028;0.0007700000000000001;0.028;0.028;0.0007700000000000001;0.0;0.0007700000000000001
2025-05-29 18:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 18:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 19:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 19:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 19:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 19:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 20:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 20:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 20:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 20:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 21:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 21:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 21:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 21:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 22:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 22:15:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 22:30:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 22:45:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
2025-05-29 23:00:00+00:00;;0.0;0.0;;0.0;0.0;;;;;;;;;
