startedAt;valueprodshared;valueprodshared
2025-03-01 14:15:00+00:00;;0.252
2025-03-01 14:30:00+00:00;;1.18
2025-03-01 14:45:00+00:00;;0.0
2025-03-01 15:00:00+00:00;;0.0
2025-03-01 15:15:00+00:00;;0.0
2025-03-01 15:30:00+00:00;;0.0
2025-03-01 15:45:00+00:00;;0.0
2025-03-01 16:00:00+00:00;;0.0
2025-03-01 16:15:00+00:00;;0.0
2025-03-01 16:30:00+00:00;;0.0
2025-03-01 16:45:00+00:00;;0.0
2025-03-01 17:00:00+00:00;;0.0
2025-03-01 17:15:00+00:00;;0.0
2025-03-01 17:30:00+00:00;;0.0
2025-03-01 17:45:00+00:00;;0.0
2025-03-01 18:00:00+00:00;;0.0
2025-03-01 18:15:00+00:00;;0.0
2025-03-01 18:30:00+00:00;;0.0
2025-03-01 18:45:00+00:00;;0.0
2025-03-01 19:00:00+00:00;;0.0
2025-03-01 19:15:00+00:00;;0.0
2025-03-01 19:30:00+00:00;;0.0
2025-03-01 19:45:00+00:00;;0.0
2025-03-01 20:00:00+00:00;;0.0
2025-03-01 20:15:00+00:00;;0.0
2025-03-01 20:30:00+00:00;;0.0
2025-03-01 20:45:00+00:00;;0.0
2025-03-01 21:00:00+00:00;;0.0
2025-03-01 21:15:00+00:00;;0.0
2025-03-01 21:30:00+00:00;;0.0
2025-03-01 21:45:00+00:00;;0.0
2025-03-01 22:00:00+00:00;;0.0
2025-03-01 22:15:00+00:00;;0.0
2025-03-01 22:30:00+00:00;;0.0
2025-03-01 22:45:00+00:00;;0.0
2025-03-01 23:00:00+00:00;;0.0
2025-03-01 23:15:00+00:00;;0.0
2025-03-01 23:30:00+00:00;;0.0
2025-03-01 23:45:00+00:00;;0.0
2025-03-02 00:00:00+00:00;;0.0
2025-03-02 00:15:00+00:00;;0.0
2025-03-02 00:30:00+00:00;;0.0
2025-03-02 00:45:00+00:00;;0.0
2025-03-02 01:00:00+00:00;;0.0
2025-03-02 01:15:00+00:00;;0.0
2025-03-02 01:30:00+00:00;;0.0
2025-03-02 01:45:00+00:00;;0.0
2025-03-02 02:00:00+00:00;;0.0
2025-03-02 02:15:00+00:00;;0.0
2025-03-02 02:30:00+00:00;;0.0
2025-03-02 02:45:00+00:00;;0.0
2025-03-02 03:00:00+00:00;;0.0
2025-03-02 03:15:00+00:00;;0.0
2025-03-02 03:30:00+00:00;;0.0
2025-03-02 03:45:00+00:00;;0.0
2025-03-02 04:00:00+00:00;;0.0
2025-03-02 04:15:00+00:00;;0.0
2025-03-02 04:30:00+00:00;;0.0
2025-03-02 04:45:00+00:00;;0.0
2025-03-02 05:00:00+00:00;;0.0
2025-03-02 05:15:00+00:00;;0.0
2025-03-02 05:30:00+00:00;;0.0
2025-03-02 05:45:00+00:00;;0.0
2025-03-02 06:00:00+00:00;;0.0
2025-03-02 06:15:00+00:00;;0.0
2025-03-02 06:30:00+00:00;;0.0
2025-03-02 06:45:00+00:00;;0.0
2025-03-02 07:00:00+00:00;;0.0
2025-03-02 07:15:00+00:00;;0.0
2025-03-02 07:30:00+00:00;;0.0
2025-03-02 07:45:00+00:00;;0.0
2025-03-02 08:00:00+00:00;;0.0
2025-03-02 08:15:00+00:00;;0.0
2025-03-02 08:30:00+00:00;;0.0
2025-03-02 08:45:00+00:00;;0.0
2025-03-02 09:00:00+00:00;;0.0
2025-03-02 09:15:00+00:00;;0.0
2025-03-02 09:30:00+00:00;;0.0
2025-03-02 09:45:00+00:00;;1.276
2025-03-02 10:00:00+00:00;;1.672
2025-03-02 10:15:00+00:00;;1.644
2025-03-02 10:30:00+00:00;;1.804
2025-03-02 10:45:00+00:00;;0.0
2025-03-02 11:00:00+00:00;;5.6
2025-03-02 11:15:00+00:00;;6.708
2025-03-02 11:30:00+00:00;;4.912
2025-03-02 11:45:00+00:00;;4.732
2025-03-02 12:00:00+00:00;;2.168
2025-03-02 12:15:00+00:00;;3.824
2025-03-02 12:30:00+00:00;;5.056
2025-03-02 12:45:00+00:00;;5.788
2025-03-02 13:00:00+00:00;;5.472
2025-03-02 13:15:00+00:00;;4.18
2025-03-02 13:30:00+00:00;;4.752
2025-03-02 13:45:00+00:00;;1.632
2025-03-02 14:00:00+00:00;;0.0
2025-03-02 14:15:00+00:00;;3.212
2025-03-02 14:30:00+00:00;;2.684
2025-03-02 14:45:00+00:00;;2.088
2025-03-02 15:00:00+00:00;;1.5
2025-03-02 15:15:00+00:00;;0.312
2025-03-02 15:30:00+00:00;;0.0
2025-03-02 15:45:00+00:00;;0.288
2025-03-02 16:00:00+00:00;;0.032
2025-03-02 16:15:00+00:00;;0.0
2025-03-02 16:30:00+00:00;;0.0
2025-03-02 16:45:00+00:00;;0.0
2025-03-02 17:00:00+00:00;;0.0
2025-03-02 17:15:00+00:00;;0.0
2025-03-02 17:30:00+00:00;;0.0
2025-03-02 17:45:00+00:00;;0.0
2025-03-02 18:00:00+00:00;;0.0
2025-03-02 18:15:00+00:00;;0.0
2025-03-02 18:30:00+00:00;;0.0
2025-03-02 18:45:00+00:00;;0.0
2025-03-02 19:00:00+00:00;;0.0
2025-03-02 19:15:00+00:00;;0.0
2025-03-02 19:30:00+00:00;;0.0
2025-03-02 19:45:00+00:00;;0.0
2025-03-02 20:00:00+00:00;;0.0
2025-03-02 20:15:00+00:00;;0.0
2025-03-02 20:30:00+00:00;;0.0
2025-03-02 20:45:00+00:00;;0.0
2025-03-02 21:00:00+00:00;;0.0
2025-03-02 21:15:00+00:00;;0.0
2025-03-02 21:30:00+00:00;;0.0
2025-03-02 21:45:00+00:00;;0.0
2025-03-02 22:00:00+00:00;;0.0
2025-03-02 22:15:00+00:00;;0.0
2025-03-02 22:30:00+00:00;;0.0
2025-03-02 22:45:00+00:00;;0.0
2025-03-02 23:00:00+00:00;;0.0
2025-03-02 23:15:00+00:00;;0.0
2025-03-02 23:30:00+00:00;;0.0
2025-03-02 23:45:00+00:00;;0.0
2025-03-03 00:00:00+00:00;;0.0
2025-03-03 00:15:00+00:00;;0.0
2025-03-03 00:30:00+00:00;;0.0
2025-03-03 00:45:00+00:00;;0.0
2025-03-03 01:00:00+00:00;;0.0
2025-03-03 01:15:00+00:00;;0.0
2025-03-03 01:30:00+00:00;;0.0
2025-03-03 01:45:00+00:00;;0.0
2025-03-03 02:00:00+00:00;;0.0
2025-03-03 02:15:00+00:00;;0.0
2025-03-03 02:30:00+00:00;;0.0
2025-03-03 02:45:00+00:00;;0.0
2025-03-03 03:00:00+00:00;;0.0
2025-03-03 03:15:00+00:00;;0.0
2025-03-03 03:30:00+00:00;;0.0
2025-03-03 03:45:00+00:00;;0.0
2025-03-03 04:00:00+00:00;;0.0
2025-03-03 04:15:00+00:00;;0.0
2025-03-03 04:30:00+00:00;;0.0
2025-03-03 04:45:00+00:00;;0.0
2025-03-03 05:00:00+00:00;;0.0
2025-03-03 05:15:00+00:00;;0.0
2025-03-03 05:30:00+00:00;;0.0
2025-03-03 05:45:00+00:00;;0.0
2025-03-03 06:00:00+00:00;;0.0
2025-03-03 06:15:00+00:00;;0.0
2025-03-03 06:30:00+00:00;;0.0
2025-03-03 06:45:00+00:00;;0.0
2025-03-03 07:00:00+00:00;;0.316
2025-03-03 07:15:00+00:00;;0.0
2025-03-03 07:30:00+00:00;;1.004
2025-03-03 07:45:00+00:00;;1.564
2025-03-03 08:00:00+00:00;;1.976
2025-03-03 08:15:00+00:00;;1.164
2025-03-03 08:30:00+00:00;;2.336
2025-03-03 08:45:00+00:00;;2.564
2025-03-03 09:00:00+00:00;;1.932
2025-03-03 09:15:00+00:00;;1.652
2025-03-03 09:30:00+00:00;;3.356
2025-03-03 09:45:00+00:00;;2.44
2025-03-03 10:00:00+00:00;;1.96
2025-03-03 10:15:00+00:00;;1.928
2025-03-03 10:30:00+00:00;;2.468
2025-03-03 10:45:00+00:00;;3.828
2025-03-03 11:00:00+00:00;;3.65
2025-03-03 11:15:00+00:00;;1.841
2025-03-03 11:30:00+00:00;;2.912
2025-03-03 11:45:00+00:00;;2.872
2025-03-03 12:00:00+00:00;;2.336
2025-03-03 12:15:00+00:00;;1.723
2025-03-03 12:30:00+00:00;;2.201
2025-03-03 12:45:00+00:00;;1.294
2025-03-03 13:00:00+00:00;;1.895
2025-03-03 13:15:00+00:00;;2.72
2025-03-03 13:30:00+00:00;;1.412
2025-03-03 13:45:00+00:00;;1.472
2025-03-03 14:00:00+00:00;;3.16
2025-03-03 14:15:00+00:00;;3.208
2025-03-03 14:30:00+00:00;;2.68
2025-03-03 14:45:00+00:00;;2.124
2025-03-03 15:00:00+00:00;;1.492
2025-03-03 15:15:00+00:00;;0.464
2025-03-03 15:30:00+00:00;;0.0
2025-03-03 15:45:00+00:00;;0.0
2025-03-03 16:00:00+00:00;;0.0
2025-03-03 16:15:00+00:00;;0.0
2025-03-03 16:30:00+00:00;;0.0
2025-03-03 16:45:00+00:00;;0.0
2025-03-03 17:00:00+00:00;;0.0
2025-03-03 17:15:00+00:00;;0.0
2025-03-03 17:30:00+00:00;;0.0
2025-03-03 17:45:00+00:00;;0.0
2025-03-03 18:00:00+00:00;;0.0
2025-03-03 18:15:00+00:00;;0.0
2025-03-03 18:30:00+00:00;;0.0
2025-03-03 18:45:00+00:00;;0.0
2025-03-03 19:00:00+00:00;;0.0
2025-03-03 19:15:00+00:00;;0.0
2025-03-03 19:30:00+00:00;;0.0
2025-03-03 19:45:00+00:00;;0.0
2025-03-03 20:00:00+00:00;;0.0
2025-03-03 20:15:00+00:00;;0.0
2025-03-03 20:30:00+00:00;;0.0
2025-03-03 20:45:00+00:00;;0.0
2025-03-03 21:00:00+00:00;;0.0
2025-03-03 21:15:00+00:00;;0.0
2025-03-03 21:30:00+00:00;;0.0
2025-03-03 21:45:00+00:00;;0.0
2025-03-03 22:00:00+00:00;;0.0
2025-03-03 22:15:00+00:00;;0.0
2025-03-03 22:30:00+00:00;;0.0
2025-03-03 22:45:00+00:00;;0.0
2025-03-03 23:00:00+00:00;;0.0
2025-03-03 23:15:00+00:00;;0.0
2025-03-03 23:30:00+00:00;;0.0
2025-03-03 23:45:00+00:00;;0.0
2025-03-04 00:00:00+00:00;;0.0
2025-03-04 00:15:00+00:00;;0.0
2025-03-04 00:30:00+00:00;;0.0
2025-03-04 00:45:00+00:00;;0.0
2025-03-04 01:00:00+00:00;;0.0
2025-03-04 01:15:00+00:00;;0.0
2025-03-04 01:30:00+00:00;;0.0
2025-03-04 01:45:00+00:00;;0.0
2025-03-04 02:00:00+00:00;;0.0
2025-03-04 02:15:00+00:00;;0.0
2025-03-04 02:30:00+00:00;;0.0
2025-03-04 02:45:00+00:00;;0.0
2025-03-04 03:00:00+00:00;;0.0
2025-03-04 03:15:00+00:00;;0.0
2025-03-04 03:30:00+00:00;;0.0
2025-03-04 03:45:00+00:00;;0.0
2025-03-04 04:00:00+00:00;;0.0
2025-03-04 04:15:00+00:00;;0.0
2025-03-04 04:30:00+00:00;;0.0
2025-03-04 04:45:00+00:00;;0.0
2025-03-04 05:00:00+00:00;;0.0
2025-03-04 05:15:00+00:00;;0.0
2025-03-04 05:30:00+00:00;;0.0
2025-03-04 05:45:00+00:00;;0.0
2025-03-04 06:00:00+00:00;;0.0
2025-03-04 06:15:00+00:00;;0.0
2025-03-04 06:30:00+00:00;;0.0
2025-03-04 06:45:00+00:00;;1.764
2025-03-04 07:00:00+00:00;;0.0
2025-03-04 07:15:00+00:00;;0.0
2025-03-04 07:30:00+00:00;;2.488
2025-03-04 07:45:00+00:00;;0.0
2025-03-04 08:00:00+00:00;;1.056
2025-03-04 08:15:00+00:00;;3.708
2025-03-04 08:30:00+00:00;;2.432
2025-03-04 08:45:00+00:00;;1.996
2025-03-04 09:00:00+00:00;;2.904
2025-03-04 09:15:00+00:00;;0.0
2025-03-04 09:30:00+00:00;;1.808
2025-03-04 09:45:00+00:00;;1.628
2025-03-04 10:00:00+00:00;;1.656
2025-03-04 10:15:00+00:00;;2.952
2025-03-04 10:30:00+00:00;;3.808
2025-03-04 10:45:00+00:00;;1.724
2025-03-04 11:00:00+00:00;;2.564
2025-03-04 11:15:00+00:00;;2.728
2025-03-04 11:30:00+00:00;;1.634
2025-03-04 11:45:00+00:00;;1.091
2025-03-04 12:00:00+00:00;;1.308
2025-03-04 12:15:00+00:00;;1.048
2025-03-04 12:30:00+00:00;;0.0
2025-03-04 12:45:00+00:00;;0.304
2025-03-04 13:00:00+00:00;;0.0
2025-03-04 13:15:00+00:00;;0.0
2025-03-04 13:30:00+00:00;;0.0
2025-03-04 13:45:00+00:00;;0.0
2025-03-04 14:00:00+00:00;;0.0
2025-03-04 14:15:00+00:00;;0.0
2025-03-04 14:30:00+00:00;;0.0
2025-03-04 14:45:00+00:00;;0.0
2025-03-04 15:00:00+00:00;;0.0
2025-03-04 15:15:00+00:00;;0.0
2025-03-04 15:30:00+00:00;;0.0
2025-03-04 15:45:00+00:00;;0.0
2025-03-04 16:00:00+00:00;;0.0
2025-03-04 16:15:00+00:00;;0.0
2025-03-04 16:30:00+00:00;;0.0
2025-03-04 16:45:00+00:00;;0.0
2025-03-04 17:00:00+00:00;;0.0
2025-03-04 17:15:00+00:00;;0.0
2025-03-04 17:30:00+00:00;;0.0
2025-03-04 17:45:00+00:00;;0.0
2025-03-04 18:00:00+00:00;;0.0
2025-03-04 18:15:00+00:00;;0.0
2025-03-04 18:30:00+00:00;;0.0
2025-03-04 18:45:00+00:00;;0.0
2025-03-04 19:00:00+00:00;;0.0
2025-03-04 19:15:00+00:00;;0.0
2025-03-04 19:30:00+00:00;;0.0
2025-03-04 19:45:00+00:00;;0.0
2025-03-04 20:00:00+00:00;;0.0
2025-03-04 20:15:00+00:00;;0.0
2025-03-04 20:30:00+00:00;;0.0
2025-03-04 20:45:00+00:00;;0.0
2025-03-04 21:00:00+00:00;;0.0
2025-03-04 21:15:00+00:00;;0.0
2025-03-04 21:30:00+00:00;;0.0
2025-03-04 21:45:00+00:00;;0.0
2025-03-04 22:00:00+00:00;;0.0
2025-03-04 22:15:00+00:00;;0.0
2025-03-04 22:30:00+00:00;;0.0
2025-03-04 22:45:00+00:00;;0.0
2025-03-04 23:00:00+00:00;;0.0
2025-03-04 23:15:00+00:00;;0.0
2025-03-04 23:30:00+00:00;;0.0
2025-03-04 23:45:00+00:00;;0.0
2025-03-05 00:00:00+00:00;;0.0
2025-03-05 00:15:00+00:00;;0.0
2025-03-05 00:30:00+00:00;;0.0
2025-03-05 00:45:00+00:00;;0.0
2025-03-05 01:00:00+00:00;;0.0
2025-03-05 01:15:00+00:00;;0.0
2025-03-05 01:30:00+00:00;;0.0
2025-03-05 01:45:00+00:00;;0.0
2025-03-05 02:00:00+00:00;;0.0
2025-03-05 02:15:00+00:00;;0.0
2025-03-05 02:30:00+00:00;;0.0
2025-03-05 02:45:00+00:00;;0.0
2025-03-05 03:00:00+00:00;;0.0
2025-03-05 03:15:00+00:00;;0.0
2025-03-05 03:30:00+00:00;;0.0
2025-03-05 03:45:00+00:00;;0.0
2025-03-05 04:00:00+00:00;;0.0
2025-03-05 04:15:00+00:00;;0.0
2025-03-05 04:30:00+00:00;;0.0
2025-03-05 04:45:00+00:00;;0.0
2025-03-05 05:00:00+00:00;;0.0
2025-03-05 05:15:00+00:00;;0.0
2025-03-05 05:30:00+00:00;;0.0
2025-03-05 05:45:00+00:00;;0.0
2025-03-05 06:00:00+00:00;;0.0
2025-03-05 06:15:00+00:00;;0.0
2025-03-05 06:30:00+00:00;;0.544
2025-03-05 06:45:00+00:00;;0.0
2025-03-05 07:00:00+00:00;;0.0
2025-03-05 07:15:00+00:00;;3.06
2025-03-05 07:30:00+00:00;;0.684
2025-03-05 07:45:00+00:00;;0.0
2025-03-05 08:00:00+00:00;;3.768
2025-03-05 08:15:00+00:00;;1.552
2025-03-05 08:30:00+00:00;;2.628
2025-03-05 08:45:00+00:00;;3.368
2025-03-05 09:00:00+00:00;;0.0
2025-03-05 09:15:00+00:00;;5.056
2025-03-05 09:30:00+00:00;;2.296
2025-03-05 09:45:00+00:00;;2.232
2025-03-05 10:00:00+00:00;;2.312
2025-03-05 10:15:00+00:00;;3.536
2025-03-05 10:30:00+00:00;;1.781
2025-03-05 10:45:00+00:00;;1.116
2025-03-05 11:00:00+00:00;;2.848
2025-03-05 11:15:00+00:00;;1.778
2025-03-05 11:30:00+00:00;;1.285
2025-03-05 11:45:00+00:00;;1.224
2025-03-05 12:00:00+00:00;;1.606
2025-03-05 12:15:00+00:00;;0.885
2025-03-05 12:30:00+00:00;;1.163
2025-03-05 12:45:00+00:00;;1.041
2025-03-05 13:00:00+00:00;;1.206
2025-03-05 13:15:00+00:00;;0.892
2025-03-05 13:30:00+00:00;;0.589
2025-03-05 13:45:00+00:00;;2.349
2025-03-05 14:00:00+00:00;;2.875
2025-03-05 14:15:00+00:00;;0.342
2025-03-05 14:30:00+00:00;;0.454
2025-03-05 14:45:00+00:00;;0.573
2025-03-05 15:00:00+00:00;;0.576
2025-03-05 15:15:00+00:00;;0.692
2025-03-05 15:30:00+00:00;;0.6
2025-03-05 15:45:00+00:00;;0.0
2025-03-05 16:00:00+00:00;;0.0
2025-03-05 16:15:00+00:00;;0.0
2025-03-05 16:30:00+00:00;;0.0
2025-03-05 16:45:00+00:00;;0.0
2025-03-05 17:00:00+00:00;;0.0
2025-03-05 17:15:00+00:00;;0.0
2025-03-05 17:30:00+00:00;;0.0
2025-03-05 17:45:00+00:00;;0.0
2025-03-05 18:00:00+00:00;;0.0
2025-03-05 18:15:00+00:00;;0.0
2025-03-05 18:30:00+00:00;;0.0
2025-03-05 18:45:00+00:00;;0.0
2025-03-05 19:00:00+00:00;;0.0
2025-03-05 19:15:00+00:00;;0.0
2025-03-05 19:30:00+00:00;;0.0
2025-03-05 19:45:00+00:00;;0.0
2025-03-05 20:00:00+00:00;;0.0
2025-03-05 20:15:00+00:00;;0.0
2025-03-05 20:30:00+00:00;;0.0
2025-03-05 20:45:00+00:00;;0.0
2025-03-05 21:00:00+00:00;;0.0
2025-03-05 21:15:00+00:00;;0.0
2025-03-05 21:30:00+00:00;;0.0
2025-03-05 21:45:00+00:00;;0.0
2025-03-05 22:00:00+00:00;;0.0
2025-03-05 22:15:00+00:00;;0.0
2025-03-05 22:30:00+00:00;;0.0
2025-03-05 22:45:00+00:00;;0.0
2025-03-05 23:00:00+00:00;;0.0
2025-03-05 23:15:00+00:00;;0.0
2025-03-05 23:30:00+00:00;;0.0
2025-03-05 23:45:00+00:00;;0.0
2025-03-06 00:00:00+00:00;;0.0
2025-03-06 00:15:00+00:00;;0.0
2025-03-06 00:30:00+00:00;;0.0
2025-03-06 00:45:00+00:00;;0.0
2025-03-06 01:00:00+00:00;;0.0
2025-03-06 01:15:00+00:00;;0.0
2025-03-06 01:30:00+00:00;;0.0
2025-03-06 01:45:00+00:00;;0.0
2025-03-06 02:00:00+00:00;;0.0
2025-03-06 02:15:00+00:00;;0.0
2025-03-06 02:30:00+00:00;;0.0
2025-03-06 02:45:00+00:00;;0.0
2025-03-06 03:00:00+00:00;;0.0
2025-03-06 03:15:00+00:00;;0.0
2025-03-06 03:30:00+00:00;;0.0
2025-03-06 03:45:00+00:00;;0.0
2025-03-06 04:00:00+00:00;;0.0
2025-03-06 04:15:00+00:00;;0.0
2025-03-06 04:30:00+00:00;;0.0
2025-03-06 04:45:00+00:00;;0.0
2025-03-06 05:00:00+00:00;;0.0
2025-03-06 05:15:00+00:00;;0.0
2025-03-06 05:30:00+00:00;;0.0
2025-03-06 05:45:00+00:00;;0.0
2025-03-06 06:00:00+00:00;;0.0
2025-03-06 06:15:00+00:00;;0.0
2025-03-06 06:30:00+00:00;;0.752
2025-03-06 06:45:00+00:00;;0.2
2025-03-06 07:00:00+00:00;;0.0
2025-03-06 07:15:00+00:00;;2.848
2025-03-06 07:30:00+00:00;;0.504
2025-03-06 07:45:00+00:00;;0.0
2025-03-06 08:00:00+00:00;;4.056
2025-03-06 08:15:00+00:00;;3.492
2025-03-06 08:30:00+00:00;;1.336
2025-03-06 08:45:00+00:00;;2.039
2025-03-06 09:00:00+00:00;;0.88
2025-03-06 09:15:00+00:00;;2.132
2025-03-06 09:30:00+00:00;;2.18
2025-03-06 09:45:00+00:00;;1.596
2025-03-06 10:00:00+00:00;;1.166
2025-03-06 10:15:00+00:00;;1.035
2025-03-06 10:30:00+00:00;;1.202
2025-03-06 10:45:00+00:00;;0.944
2025-03-06 11:00:00+00:00;;2.263
2025-03-06 11:15:00+00:00;;3.319
2025-03-06 11:30:00+00:00;;1.884
2025-03-06 11:45:00+00:00;;0.463
2025-03-06 12:00:00+00:00;;0.57
2025-03-06 12:15:00+00:00;;0.645
2025-03-06 12:30:00+00:00;;0.463
2025-03-06 12:45:00+00:00;;0.28
2025-03-06 13:00:00+00:00;;0.056
2025-03-06 13:15:00+00:00;;0.0
2025-03-06 13:30:00+00:00;;0.0
2025-03-06 13:45:00+00:00;;0.0
2025-03-06 14:00:00+00:00;;0.0
2025-03-06 14:15:00+00:00;;0.0
2025-03-06 14:30:00+00:00;;0.0
2025-03-06 14:45:00+00:00;;0.0
2025-03-06 15:00:00+00:00;;0.0
2025-03-06 15:15:00+00:00;;0.0
2025-03-06 15:30:00+00:00;;0.0
2025-03-06 15:45:00+00:00;;0.0
2025-03-06 16:00:00+00:00;;0.0
2025-03-06 16:15:00+00:00;;0.0
2025-03-06 16:30:00+00:00;;0.0
2025-03-06 16:45:00+00:00;;0.0
2025-03-06 17:00:00+00:00;;0.0
2025-03-06 17:15:00+00:00;;0.0
2025-03-06 17:30:00+00:00;;0.0
2025-03-06 17:45:00+00:00;;0.0
2025-03-06 18:00:00+00:00;;0.0
2025-03-06 18:15:00+00:00;;0.0
2025-03-06 18:30:00+00:00;;0.0
2025-03-06 18:45:00+00:00;;0.0
2025-03-06 19:00:00+00:00;;0.0
2025-03-06 19:15:00+00:00;;0.0
2025-03-06 19:30:00+00:00;;0.0
2025-03-06 19:45:00+00:00;;0.0
2025-03-06 20:00:00+00:00;;0.0
2025-03-06 20:15:00+00:00;;0.0
2025-03-06 20:30:00+00:00;;0.0
2025-03-06 20:45:00+00:00;;0.0
2025-03-06 21:00:00+00:00;;0.0
2025-03-06 21:15:00+00:00;;0.0
2025-03-06 21:30:00+00:00;;0.0
2025-03-06 21:45:00+00:00;;0.0
2025-03-06 22:00:00+00:00;;0.0
2025-03-06 22:15:00+00:00;;0.0
2025-03-06 22:30:00+00:00;;0.0
2025-03-06 22:45:00+00:00;;0.0
2025-03-06 23:00:00+00:00;;0.0
2025-03-06 23:15:00+00:00;;0.0
2025-03-06 23:30:00+00:00;;0.0
2025-03-06 23:45:00+00:00;;0.0
2025-03-07 00:00:00+00:00;;0.0
2025-03-07 00:15:00+00:00;;0.0
2025-03-07 00:30:00+00:00;;0.0
2025-03-07 00:45:00+00:00;;0.0
2025-03-07 01:00:00+00:00;;0.0
2025-03-07 01:15:00+00:00;;0.0
2025-03-07 01:30:00+00:00;;0.0
2025-03-07 01:45:00+00:00;;0.0
2025-03-07 02:00:00+00:00;;0.0
2025-03-07 02:15:00+00:00;;0.0
2025-03-07 02:30:00+00:00;;0.0
2025-03-07 02:45:00+00:00;;0.0
2025-03-07 03:00:00+00:00;;0.0
2025-03-07 03:15:00+00:00;;0.0
2025-03-07 03:30:00+00:00;;0.0
2025-03-07 03:45:00+00:00;;0.0
2025-03-07 04:00:00+00:00;;0.0
2025-03-07 04:15:00+00:00;;0.0
2025-03-07 04:30:00+00:00;;0.0
2025-03-07 04:45:00+00:00;;0.0
2025-03-07 05:00:00+00:00;;0.0
2025-03-07 05:15:00+00:00;;0.0
2025-03-07 05:30:00+00:00;;0.0
2025-03-07 05:45:00+00:00;;0.0
2025-03-07 06:00:00+00:00;;0.0
2025-03-07 06:15:00+00:00;;0.0
2025-03-07 06:30:00+00:00;;0.0
2025-03-07 06:45:00+00:00;;0.0
2025-03-07 07:00:00+00:00;;0.0
2025-03-07 07:15:00+00:00;;2.18
2025-03-07 07:30:00+00:00;;0.0
2025-03-07 07:45:00+00:00;;0.54
2025-03-07 08:00:00+00:00;;2.32
2025-03-07 08:15:00+00:00;;3.116
2025-03-07 08:30:00+00:00;;2.8
2025-03-07 08:45:00+00:00;;3.188
2025-03-07 09:00:00+00:00;;0.512
2025-03-07 09:15:00+00:00;;5.672
2025-03-07 09:30:00+00:00;;6.208
2025-03-07 09:45:00+00:00;;4.924
2025-03-07 10:00:00+00:00;;3.808
2025-03-07 10:15:00+00:00;;4.056
2025-03-07 10:30:00+00:00;;2.632
2025-03-07 10:45:00+00:00;;3.14
2025-03-07 11:00:00+00:00;;3.912
2025-03-07 11:15:00+00:00;;3.056
2025-03-07 11:30:00+00:00;;2.876
2025-03-07 11:45:00+00:00;;2.96
2025-03-07 12:00:00+00:00;;4.22
2025-03-07 12:15:00+00:00;;2.061
2025-03-07 12:30:00+00:00;;2.788
2025-03-07 12:45:00+00:00;;0.578
2025-03-07 13:00:00+00:00;;0.343
2025-03-07 13:15:00+00:00;;0.434
2025-03-07 13:30:00+00:00;;0.653
2025-03-07 13:45:00+00:00;;0.588
2025-03-07 14:00:00+00:00;;0.852
